Sexo;Tipo de empleo buscado;Grupos de edad (años);Periodo;Total
mujeres;de jornada parcial o si no, completa;de 70 y más;1991TIV;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1991TIII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1991TII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1991TI;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1990TIV;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1990TIII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1990TII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1990TI;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1989TIV;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1989TIII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1989TII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1989TI;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1988TIV;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1988TIII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1988TII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1988TI;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1987TIV;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1987TIII;0
mujeres;de jornada parcial o si no, completa;de 70 y más;1987TII;0
mujeres;de jornada parcial únicamente;total;1995TIV;70,2
mujeres;de jornada parcial únicamente;total;1995TIII;69,4
mujeres;de jornada parcial únicamente;total;1995TII;70,5
mujeres;de jornada parcial únicamente;total;1995TI;80,7
mujeres;de jornada parcial únicamente;total;1994TIV;75,9
mujeres;de jornada parcial únicamente;total;1994TIII;64,1
mujeres;de jornada parcial únicamente;total;1994TII;73,5
mujeres;de jornada parcial únicamente;total;1994TI;79,3
mujeres;de jornada parcial únicamente;total;1993TIV;75,9
mujeres;de jornada parcial únicamente;total;1993TIII;74,2
mujeres;de jornada parcial únicamente;total;1993TII;74,2
mujeres;de jornada parcial únicamente;total;1993TI;78,8
mujeres;de jornada parcial únicamente;total;1992TIV;69,7
mujeres;de jornada parcial únicamente;total;1992TIII;69,5
mujeres;de jornada parcial únicamente;total;1992TII;70,7
mujeres;de jornada parcial únicamente;total;1992TI;70,8
mujeres;de jornada parcial únicamente;total;1991TIV;59,2
mujeres;de jornada parcial únicamente;total;1991TIII;60,1
mujeres;de jornada parcial únicamente;total;1991TII;61,6
mujeres;de jornada parcial únicamente;total;1991TI;69,1
mujeres;de jornada parcial únicamente;total;1990TIV;67,1
mujeres;de jornada parcial únicamente;total;1990TIII;64,6
mujeres;de jornada parcial únicamente;total;1990TII;61,6
mujeres;de jornada parcial únicamente;total;1990TI;64,2
mujeres;de jornada parcial únicamente;total;1989TIV;55,5
mujeres;de jornada parcial únicamente;total;1989TIII;52,8
mujeres;de jornada parcial únicamente;total;1989TII;52,4
mujeres;de jornada parcial únicamente;total;1989TI;54
mujeres;de jornada parcial únicamente;total;1988TIV;58,5
mujeres;de jornada parcial únicamente;total;1988TIII;58,9
mujeres;de jornada parcial únicamente;total;1988TII;70,5
mujeres;de jornada parcial únicamente;total;1988TI;71,5
mujeres;de jornada parcial únicamente;total;1987TIV;66,1
mujeres;de jornada parcial únicamente;total;1987TIII;62,8
mujeres;de jornada parcial únicamente;total;1987TII;75,6
mujeres;de jornada parcial únicamente;de 16 a 19;1995TIV;5,3
mujeres;de jornada parcial únicamente;de 16 a 19;1995TIII;7,8
mujeres;de jornada parcial únicamente;de 16 a 19;1995TII;7,3
mujeres;de jornada parcial únicamente;de 16 a 19;1995TI;9,8
mujeres;de jornada parcial únicamente;de 16 a 19;1994TIV;11,2
mujeres;de jornada parcial únicamente;de 16 a 19;1994TIII;5,5
mujeres;de jornada parcial únicamente;de 16 a 19;1994TII;5,7
mujeres;de jornada parcial únicamente;de 16 a 19;1994TI;7,8
mujeres;de jornada parcial únicamente;de 16 a 19;1993TIV;7,3
mujeres;de jornada parcial únicamente;de 16 a 19;1993TIII;5,9
mujeres;de jornada parcial únicamente;de 16 a 19;1993TII;7,8
mujeres;de jornada parcial únicamente;de 16 a 19;1993TI;5,8
mujeres;de jornada parcial únicamente;de 16 a 19;1992TIV;8
mujeres;de jornada parcial únicamente;de 16 a 19;1992TIII;9
mujeres;de jornada parcial únicamente;de 16 a 19;1992TII;8,9
mujeres;de jornada parcial únicamente;de 16 a 19;1992TI;8,4
mujeres;de jornada parcial únicamente;de 16 a 19;1991TIV;6,5
mujeres;de jornada parcial únicamente;de 16 a 19;1991TIII;4,8
mujeres;de jornada parcial únicamente;de 16 a 19;1991TII;5,4
mujeres;de jornada parcial únicamente;de 16 a 19;1991TI;7,2
mujeres;de jornada parcial únicamente;de 16 a 19;1990TIV;8,6
mujeres;de jornada parcial únicamente;de 16 a 19;1990TIII;6,8
mujeres;de jornada parcial únicamente;de 16 a 19;1990TII;8
mujeres;de jornada parcial únicamente;de 16 a 19;1990TI;6,5
mujeres;de jornada parcial únicamente;de 16 a 19;1989TIV;6,7
mujeres;de jornada parcial únicamente;de 16 a 19;1989TIII;5,7
mujeres;de jornada parcial únicamente;de 16 a 19;1989TII;4,3
mujeres;de jornada parcial únicamente;de 16 a 19;1989TI;6,5
mujeres;de jornada parcial únicamente;de 16 a 19;1988TIV;9,4
mujeres;de jornada parcial únicamente;de 16 a 19;1988TIII;9,1
mujeres;de jornada parcial únicamente;de 16 a 19;1988TII;6,4
mujeres;de jornada parcial únicamente;de 16 a 19;1988TI;8,8
mujeres;de jornada parcial únicamente;de 16 a 19;1987TIV;10
mujeres;de jornada parcial únicamente;de 16 a 19;1987TIII;9,3
mujeres;de jornada parcial únicamente;de 16 a 19;1987TII;10,5
mujeres;de jornada parcial únicamente;de 20 a 24;1995TIV;14,1
mujeres;de jornada parcial únicamente;de 20 a 24;1995TIII;11,1
mujeres;de jornada parcial únicamente;de 20 a 24;1995TII;15,1
mujeres;de jornada parcial únicamente;de 20 a 24;1995TI;14
mujeres;de jornada parcial únicamente;de 20 a 24;1994TIV;15,2
mujeres;de jornada parcial únicamente;de 20 a 24;1994TIII;9,9
mujeres;de jornada parcial únicamente;de 20 a 24;1994TII;11,8
mujeres;de jornada parcial únicamente;de 20 a 24;1994TI;15,7
mujeres;de jornada parcial únicamente;de 20 a 24;1993TIV;14,2
mujeres;de jornada parcial únicamente;de 20 a 24;1993TIII;11,9
mujeres;de jornada parcial únicamente;de 20 a 24;1993TII;13,6
mujeres;de jornada parcial únicamente;de 20 a 24;1993TI;13,9
mujeres;de jornada parcial únicamente;de 20 a 24;1992TIV;14,7
mujeres;de jornada parcial únicamente;de 20 a 24;1992TIII;9,6
mujeres;de jornada parcial únicamente;de 20 a 24;1992TII;12,6
mujeres;de jornada parcial únicamente;de 20 a 24;1992TI;11,6
mujeres;de jornada parcial únicamente;de 20 a 24;1991TIV;8,9
mujeres;de jornada parcial únicamente;de 20 a 24;1991TIII;10,2
mujeres;de jornada parcial únicamente;de 20 a 24;1991TII;10,2
mujeres;de jornada parcial únicamente;de 20 a 24;1991TI;13,5
mujeres;de jornada parcial únicamente;de 20 a 24;1990TIV;13,4
mujeres;de jornada parcial únicamente;de 20 a 24;1990TIII;13,6
mujeres;de jornada parcial únicamente;de 20 a 24;1990TII;12,5
mujeres;de jornada parcial únicamente;de 20 a 24;1990TI;12,2
mujeres;de jornada parcial únicamente;de 20 a 24;1989TIV;9,8
mujeres;de jornada parcial únicamente;de 20 a 24;1989TIII;8,5
mujeres;de jornada parcial únicamente;de 20 a 24;1989TII;9,6
mujeres;de jornada parcial únicamente;de 20 a 24;1989TI;9,2
mujeres;de jornada parcial únicamente;de 20 a 24;1988TIV;8,2
mujeres;de jornada parcial únicamente;de 20 a 24;1988TIII;7,9
mujeres;de jornada parcial únicamente;de 20 a 24;1988TII;13
mujeres;de jornada parcial únicamente;de 20 a 24;1988TI;11,2
mujeres;de jornada parcial únicamente;de 20 a 24;1987TIV;12,3
mujeres;de jornada parcial únicamente;de 20 a 24;1987TIII;7,8
mujeres;de jornada parcial únicamente;de 20 a 24;1987TII;11,1
mujeres;de jornada parcial únicamente;de 25 a 29;1995TIV;11
mujeres;de jornada parcial únicamente;de 25 a 29;1995TIII;12
mujeres;de jornada parcial únicamente;de 25 a 29;1995TII;10,8
mujeres;de jornada parcial únicamente;de 25 a 29;1995TI;10,7
mujeres;de jornada parcial únicamente;de 25 a 29;1994TIV;10,1
mujeres;de jornada parcial únicamente;de 25 a 29;1994TIII;10,2
mujeres;de jornada parcial únicamente;de 25 a 29;1994TII;12,8
mujeres;de jornada parcial únicamente;de 25 a 29;1994TI;14,4
mujeres;de jornada parcial únicamente;de 25 a 29;1993TIV;13,2
mujeres;de jornada parcial únicamente;de 25 a 29;1993TIII;14,4
mujeres;de jornada parcial únicamente;de 25 a 29;1993TII;9,4
mujeres;de jornada parcial únicamente;de 25 a 29;1993TI;12
mujeres;de jornada parcial únicamente;de 25 a 29;1992TIV;7,2
mujeres;de jornada parcial únicamente;de 25 a 29;1992TIII;10,7
mujeres;de jornada parcial únicamente;de 25 a 29;1992TII;8,8
mujeres;de jornada parcial únicamente;de 25 a 29;1992TI;14,1
mujeres;de jornada parcial únicamente;de 25 a 29;1991TIV;12,6
mujeres;de jornada parcial únicamente;de 25 a 29;1991TIII;11,2
mujeres;de jornada parcial únicamente;de 25 a 29;1991TII;10,7
mujeres;de jornada parcial únicamente;de 25 a 29;1991TI;13,4
mujeres;de jornada parcial únicamente;de 25 a 29;1990TIV;10,8
mujeres;de jornada parcial únicamente;de 25 a 29;1990TIII;9,8
mujeres;de jornada parcial únicamente;de 25 a 29;1990TII;8,5
mujeres;de jornada parcial únicamente;de 25 a 29;1990TI;12,1
mujeres;de jornada parcial únicamente;de 25 a 29;1989TIV;11,9
mujeres;de jornada parcial únicamente;de 25 a 29;1989TIII;13,1
mujeres;de jornada parcial únicamente;de 25 a 29;1989TII;12,7
mujeres;de jornada parcial únicamente;de 25 a 29;1989TI;12,8
mujeres;de jornada parcial únicamente;de 25 a 29;1988TIV;8,9
mujeres;de jornada parcial únicamente;de 25 a 29;1988TIII;11,4
mujeres;de jornada parcial únicamente;de 25 a 29;1988TII;10,5
mujeres;de jornada parcial únicamente;de 25 a 29;1988TI;13,2
mujeres;de jornada parcial únicamente;de 25 a 29;1987TIV;9,2
mujeres;de jornada parcial únicamente;de 25 a 29;1987TIII;8,9
mujeres;de jornada parcial únicamente;de 25 a 29;1987TII;12
mujeres;de jornada parcial únicamente;de 30 a 34;1995TIV;10
mujeres;de jornada parcial únicamente;de 30 a 34;1995TIII;11,1
mujeres;de jornada parcial únicamente;de 30 a 34;1995TII;10,8
mujeres;de jornada parcial únicamente;de 30 a 34;1995TI;15,8
mujeres;de jornada parcial únicamente;de 30 a 34;1994TIV;11,5
mujeres;de jornada parcial únicamente;de 30 a 34;1994TIII;11,8
mujeres;de jornada parcial únicamente;de 30 a 34;1994TII;12,3
mujeres;de jornada parcial únicamente;de 30 a 34;1994TI;13,5
mujeres;de jornada parcial únicamente;de 30 a 34;1993TIV;10,4
mujeres;de jornada parcial únicamente;de 30 a 34;1993TIII;12
mujeres;de jornada parcial únicamente;de 30 a 34;1993TII;12,5
mujeres;de jornada parcial únicamente;de 30 a 34;1993TI;13,8
mujeres;de jornada parcial únicamente;de 30 a 34;1992TIV;12,2
mujeres;de jornada parcial únicamente;de 30 a 34;1992TIII;15,4
mujeres;de jornada parcial únicamente;de 30 a 34;1992TII;14
mujeres;de jornada parcial únicamente;de 30 a 34;1992TI;12,1
mujeres;de jornada parcial únicamente;de 30 a 34;1991TIV;9,7
mujeres;de jornada parcial únicamente;de 30 a 34;1991TIII;12,2
mujeres;de jornada parcial únicamente;de 30 a 34;1991TII;11,1
mujeres;de jornada parcial únicamente;de 30 a 34;1991TI;12,3
mujeres;de jornada parcial únicamente;de 30 a 34;1990TIV;11,5
mujeres;de jornada parcial únicamente;de 30 a 34;1990TIII;12,4
mujeres;de jornada parcial únicamente;de 30 a 34;1990TII;10,5
mujeres;de jornada parcial únicamente;de 30 a 34;1990TI;11,7
mujeres;de jornada parcial únicamente;de 30 a 34;1989TIV;8,3
mujeres;de jornada parcial únicamente;de 30 a 34;1989TIII;7
mujeres;de jornada parcial únicamente;de 30 a 34;1989TII;6,1
mujeres;de jornada parcial únicamente;de 30 a 34;1989TI;7,2
mujeres;de jornada parcial únicamente;de 30 a 34;1988TIV;9,8
mujeres;de jornada parcial únicamente;de 30 a 34;1988TIII;10
mujeres;de jornada parcial únicamente;de 30 a 34;1988TII;12
mujeres;de jornada parcial únicamente;de 30 a 34;1988TI;13,4
mujeres;de jornada parcial únicamente;de 30 a 34;1987TIV;10,9
mujeres;de jornada parcial únicamente;de 30 a 34;1987TIII;8,1
mujeres;de jornada parcial únicamente;de 30 a 34;1987TII;10,2
mujeres;de jornada parcial únicamente;de 35 a 39;1995TIV;11,3
mujeres;de jornada parcial únicamente;de 35 a 39;1995TIII;11,7
mujeres;de jornada parcial únicamente;de 35 a 39;1995TII;11,4
mujeres;de jornada parcial únicamente;de 35 a 39;1995TI;14,2
mujeres;de jornada parcial únicamente;de 35 a 39;1994TIV;12,3
mujeres;de jornada parcial únicamente;de 35 a 39;1994TIII;10,3
mujeres;de jornada parcial únicamente;de 35 a 39;1994TII;9,5
mujeres;de jornada parcial únicamente;de 35 a 39;1994TI;8,6
mujeres;de jornada parcial únicamente;de 35 a 39;1993TIV;8,8
mujeres;de jornada parcial únicamente;de 35 a 39;1993TIII;9,7
mujeres;de jornada parcial únicamente;de 35 a 39;1993TII;9,3
mujeres;de jornada parcial únicamente;de 35 a 39;1993TI;9,2
mujeres;de jornada parcial únicamente;de 35 a 39;1992TIV;8,8
mujeres;de jornada parcial únicamente;de 35 a 39;1992TIII;7,8
mujeres;de jornada parcial únicamente;de 35 a 39;1992TII;8,2
mujeres;de jornada parcial únicamente;de 35 a 39;1992TI;6,7
mujeres;de jornada parcial únicamente;de 35 a 39;1991TIV;6,8
mujeres;de jornada parcial únicamente;de 35 a 39;1991TIII;7,5
mujeres;de jornada parcial únicamente;de 35 a 39;1991TII;9
mujeres;de jornada parcial únicamente;de 35 a 39;1991TI;8,4
mujeres;de jornada parcial únicamente;de 35 a 39;1990TIV;8
mujeres;de jornada parcial únicamente;de 35 a 39;1990TIII;8,4
mujeres;de jornada parcial únicamente;de 35 a 39;1990TII;7,2
mujeres;de jornada parcial únicamente;de 35 a 39;1990TI;7,5
mujeres;de jornada parcial únicamente;de 35 a 39;1989TIV;6,8
mujeres;de jornada parcial únicamente;de 35 a 39;1989TIII;7,2
mujeres;de jornada parcial únicamente;de 35 a 39;1989TII;7,8
mujeres;de jornada parcial únicamente;de 35 a 39;1989TI;6,9
mujeres;de jornada parcial únicamente;de 35 a 39;1988TIV;9,9
mujeres;de jornada parcial únicamente;de 35 a 39;1988TIII;6,7
mujeres;de jornada parcial únicamente;de 35 a 39;1988TII;11,2
mujeres;de jornada parcial únicamente;de 35 a 39;1988TI;10,1
mujeres;de jornada parcial únicamente;de 35 a 39;1987TIV;8,3
mujeres;de jornada parcial únicamente;de 35 a 39;1987TIII;10,6
mujeres;de jornada parcial únicamente;de 35 a 39;1987TII;10
mujeres;de jornada parcial únicamente;de 40 a 44;1995TIV;6,8
mujeres;de jornada parcial únicamente;de 40 a 44;1995TIII;5,9
mujeres;de jornada parcial únicamente;de 40 a 44;1995TII;6,1
mujeres;de jornada parcial únicamente;de 40 a 44;1995TI;7
mujeres;de jornada parcial únicamente;de 40 a 44;1994TIV;6,6
mujeres;de jornada parcial únicamente;de 40 a 44;1994TIII;6,9
mujeres;de jornada parcial únicamente;de 40 a 44;1994TII;12,1
mujeres;de jornada parcial únicamente;de 40 a 44;1994TI;8
mujeres;de jornada parcial únicamente;de 40 a 44;1993TIV;10,7
mujeres;de jornada parcial únicamente;de 40 a 44;1993TIII;8,2
mujeres;de jornada parcial únicamente;de 40 a 44;1993TII;8,2
mujeres;de jornada parcial únicamente;de 40 a 44;1993TI;8,9
mujeres;de jornada parcial únicamente;de 40 a 44;1992TIV;7,6
mujeres;de jornada parcial únicamente;de 40 a 44;1992TIII;9,5
mujeres;de jornada parcial únicamente;de 40 a 44;1992TII;8,6
mujeres;de jornada parcial únicamente;de 40 a 44;1992TI;9
mujeres;de jornada parcial únicamente;de 40 a 44;1991TIV;7,8
mujeres;de jornada parcial únicamente;de 40 a 44;1991TIII;7,8
mujeres;de jornada parcial únicamente;de 40 a 44;1991TII;7,8
mujeres;de jornada parcial únicamente;de 40 a 44;1991TI;8
mujeres;de jornada parcial únicamente;de 40 a 44;1990TIV;6,3
mujeres;de jornada parcial únicamente;de 40 a 44;1990TIII;5,4
mujeres;de jornada parcial únicamente;de 40 a 44;1990TII;7,5
mujeres;de jornada parcial únicamente;de 40 a 44;1990TI;5,8
mujeres;de jornada parcial únicamente;de 40 a 44;1989TIV;5,6
mujeres;de jornada parcial únicamente;de 40 a 44;1989TIII;3,2
mujeres;de jornada parcial únicamente;de 40 a 44;1989TII;4,9
mujeres;de jornada parcial únicamente;de 40 a 44;1989TI;4
mujeres;de jornada parcial únicamente;de 40 a 44;1988TIV;4,7
mujeres;de jornada parcial únicamente;de 40 a 44;1988TIII;6,2
mujeres;de jornada parcial únicamente;de 40 a 44;1988TII;9,5
mujeres;de jornada parcial únicamente;de 40 a 44;1988TI;6,1
mujeres;de jornada parcial únicamente;de 40 a 44;1987TIV;7,1
mujeres;de jornada parcial únicamente;de 40 a 44;1987TIII;7,2
mujeres;de jornada parcial únicamente;de 40 a 44;1987TII;9,5
mujeres;de jornada parcial únicamente;de 45 a 49;1995TIV;5,6
mujeres;de jornada parcial únicamente;de 45 a 49;1995TIII;3,2
mujeres;de jornada parcial únicamente;de 45 a 49;1995TII;5
mujeres;de jornada parcial únicamente;de 45 a 49;1995TI;3,1
mujeres;de jornada parcial únicamente;de 45 a 49;1994TIV;4,5
mujeres;de jornada parcial únicamente;de 45 a 49;1994TIII;5
mujeres;de jornada parcial únicamente;de 45 a 49;1994TII;5,6
mujeres;de jornada parcial únicamente;de 45 a 49;1994TI;6,3
mujeres;de jornada parcial únicamente;de 45 a 49;1993TIV;6,2
mujeres;de jornada parcial únicamente;de 45 a 49;1993TIII;6,2
mujeres;de jornada parcial únicamente;de 45 a 49;1993TII;8,1
mujeres;de jornada parcial únicamente;de 45 a 49;1993TI;8,8
mujeres;de jornada parcial únicamente;de 45 a 49;1992TIV;6
mujeres;de jornada parcial únicamente;de 45 a 49;1992TIII;4,6
mujeres;de jornada parcial únicamente;de 45 a 49;1992TII;4,8
mujeres;de jornada parcial únicamente;de 45 a 49;1992TI;3,5
mujeres;de jornada parcial únicamente;de 45 a 49;1991TIV;2,8
mujeres;de jornada parcial únicamente;de 45 a 49;1991TIII;2,7
mujeres;de jornada parcial únicamente;de 45 a 49;1991TII;3,2
mujeres;de jornada parcial únicamente;de 45 a 49;1991TI;2,9
mujeres;de jornada parcial únicamente;de 45 a 49;1990TIV;4,3
mujeres;de jornada parcial únicamente;de 45 a 49;1990TIII;4,8
mujeres;de jornada parcial únicamente;de 45 a 49;1990TII;4,6
mujeres;de jornada parcial únicamente;de 45 a 49;1990TI;4
mujeres;de jornada parcial únicamente;de 45 a 49;1989TIV;2,3
mujeres;de jornada parcial únicamente;de 45 a 49;1989TIII;3,3
mujeres;de jornada parcial únicamente;de 45 a 49;1989TII;2,5
mujeres;de jornada parcial únicamente;de 45 a 49;1989TI;4,3
mujeres;de jornada parcial únicamente;de 45 a 49;1988TIV;4,2
mujeres;de jornada parcial únicamente;de 45 a 49;1988TIII;3,7
mujeres;de jornada parcial únicamente;de 45 a 49;1988TII;3,6
mujeres;de jornada parcial únicamente;de 45 a 49;1988TI;3,4
mujeres;de jornada parcial únicamente;de 45 a 49;1987TIV;2,8
mujeres;de jornada parcial únicamente;de 45 a 49;1987TIII;3,5
mujeres;de jornada parcial únicamente;de 45 a 49;1987TII;5,2
mujeres;de jornada parcial únicamente;de 50 a 54;1995TIV;4,2
mujeres;de jornada parcial únicamente;de 50 a 54;1995TIII;4,5
mujeres;de jornada parcial únicamente;de 50 a 54;1995TII;2,8
mujeres;de jornada parcial únicamente;de 50 a 54;1995TI;3
mujeres;de jornada parcial únicamente;de 50 a 54;1994TIV;3,1
mujeres;de jornada parcial únicamente;de 50 a 54;1994TIII;2,9
mujeres;de jornada parcial únicamente;de 50 a 54;1994TII;2,6
mujeres;de jornada parcial únicamente;de 50 a 54;1994TI;3,2
mujeres;de jornada parcial únicamente;de 50 a 54;1993TIV;3,8
mujeres;de jornada parcial únicamente;de 50 a 54;1993TIII;4,3
mujeres;de jornada parcial únicamente;de 50 a 54;1993TII;3,6
mujeres;de jornada parcial únicamente;de 50 a 54;1993TI;4,5
mujeres;de jornada parcial únicamente;de 50 a 54;1992TIV;3,9
mujeres;de jornada parcial únicamente;de 50 a 54;1992TIII;1,1
mujeres;de jornada parcial únicamente;de 50 a 54;1992TII;3
mujeres;de jornada parcial únicamente;de 50 a 54;1992TI;2,5
mujeres;de jornada parcial únicamente;de 50 a 54;1991TIV;2,1
mujeres;de jornada parcial únicamente;de 50 a 54;1991TIII;2,6
mujeres;de jornada parcial únicamente;de 50 a 54;1991TII;3,2
mujeres;de jornada parcial únicamente;de 50 a 54;1991TI;2,1
mujeres;de jornada parcial únicamente;de 50 a 54;1990TIV;2,5
mujeres;de jornada parcial únicamente;de 50 a 54;1990TIII;2,2
mujeres;de jornada parcial únicamente;de 50 a 54;1990TII;1,2
mujeres;de jornada parcial únicamente;de 50 a 54;1990TI;3,1
mujeres;de jornada parcial únicamente;de 50 a 54;1989TIV;2,1
mujeres;de jornada parcial únicamente;de 50 a 54;1989TIII;3,1
mujeres;de jornada parcial únicamente;de 50 a 54;1989TII;3,2
mujeres;de jornada parcial únicamente;de 50 a 54;1989TI;1,9
mujeres;de jornada parcial únicamente;de 50 a 54;1988TIV;1,5
mujeres;de jornada parcial únicamente;de 50 a 54;1988TIII;2,3
mujeres;de jornada parcial únicamente;de 50 a 54;1988TII;1,3
mujeres;de jornada parcial únicamente;de 50 a 54;1988TI;3
mujeres;de jornada parcial únicamente;de 50 a 54;1987TIV;3,2
mujeres;de jornada parcial únicamente;de 50 a 54;1987TIII;4,5
mujeres;de jornada parcial únicamente;de 50 a 54;1987TII;4,8
mujeres;de jornada parcial únicamente;de 55 a 59;1995TIV;1,2
mujeres;de jornada parcial únicamente;de 55 a 59;1995TIII;1,5
mujeres;de jornada parcial únicamente;de 55 a 59;1995TII;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1995TI;2,5
mujeres;de jornada parcial únicamente;de 55 a 59;1994TIV;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1994TIII;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1994TII;1
mujeres;de jornada parcial únicamente;de 55 a 59;1994TI;1
mujeres;de jornada parcial únicamente;de 55 a 59;1993TIV;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1993TIII;1,4
mujeres;de jornada parcial únicamente;de 55 a 59;1993TII;1,6
mujeres;de jornada parcial únicamente;de 55 a 59;1993TI;1,3
mujeres;de jornada parcial únicamente;de 55 a 59;1992TIV;0,9
mujeres;de jornada parcial únicamente;de 55 a 59;1992TIII;1,4
mujeres;de jornada parcial únicamente;de 55 a 59;1992TII;1,8
mujeres;de jornada parcial únicamente;de 55 a 59;1992TI;2,4
mujeres;de jornada parcial únicamente;de 55 a 59;1991TIV;1,7
mujeres;de jornada parcial únicamente;de 55 a 59;1991TIII;1
mujeres;de jornada parcial únicamente;de 55 a 59;1991TII;0,4
mujeres;de jornada parcial únicamente;de 55 a 59;1991TI;1
mujeres;de jornada parcial únicamente;de 55 a 59;1990TIV;0,8
mujeres;de jornada parcial únicamente;de 55 a 59;1990TIII;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1990TII;1,3
mujeres;de jornada parcial únicamente;de 55 a 59;1990TI;1,2
mujeres;de jornada parcial únicamente;de 55 a 59;1989TIV;2,1
mujeres;de jornada parcial únicamente;de 55 a 59;1989TIII;1,2
mujeres;de jornada parcial únicamente;de 55 a 59;1989TII;1
mujeres;de jornada parcial únicamente;de 55 a 59;1989TI;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1988TIV;1,4
mujeres;de jornada parcial únicamente;de 55 a 59;1988TIII;1
mujeres;de jornada parcial únicamente;de 55 a 59;1988TII;1,9
mujeres;de jornada parcial únicamente;de 55 a 59;1988TI;1,1
mujeres;de jornada parcial únicamente;de 55 a 59;1987TIV;1,6
mujeres;de jornada parcial únicamente;de 55 a 59;1987TIII;1,6
mujeres;de jornada parcial únicamente;de 55 a 59;1987TII;1,7
mujeres;de jornada parcial únicamente;de 60 a 64;1995TIV;0,4
mujeres;de jornada parcial únicamente;de 60 a 64;1995TIII;0,4
mujeres;de jornada parcial únicamente;de 60 a 64;1995TII;0
mujeres;de jornada parcial únicamente;de 60 a 64;1995TI;0,3
mujeres;de jornada parcial únicamente;de 60 a 64;1994TIV;0,5
mujeres;de jornada parcial únicamente;de 60 a 64;1994TIII;0
mujeres;de jornada parcial únicamente;de 60 a 64;1994TII;0,2
mujeres;de jornada parcial únicamente;de 60 a 64;1994TI;0,8
mujeres;de jornada parcial únicamente;de 60 a 64;1993TIV;0,2
mujeres;de jornada parcial únicamente;de 60 a 64;1993TIII;0
mujeres;de jornada parcial únicamente;de 60 a 64;1993TII;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1993TI;0,3
mujeres;de jornada parcial únicamente;de 60 a 64;1992TIV;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1992TIII;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1992TII;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1992TI;0,3
mujeres;de jornada parcial únicamente;de 60 a 64;1991TIV;0,2
mujeres;de jornada parcial únicamente;de 60 a 64;1991TIII;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1991TII;0,4
mujeres;de jornada parcial únicamente;de 60 a 64;1991TI;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1990TIV;0,5
mujeres;de jornada parcial únicamente;de 60 a 64;1990TIII;0
mujeres;de jornada parcial únicamente;de 60 a 64;1990TII;0
mujeres;de jornada parcial únicamente;de 60 a 64;1990TI;0,2
mujeres;de jornada parcial únicamente;de 60 a 64;1989TIV;0
mujeres;de jornada parcial únicamente;de 60 a 64;1989TIII;0,3
mujeres;de jornada parcial únicamente;de 60 a 64;1989TII;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1989TI;0,2
mujeres;de jornada parcial únicamente;de 60 a 64;1988TIV;0,3
mujeres;de jornada parcial únicamente;de 60 a 64;1988TIII;0,1
mujeres;de jornada parcial únicamente;de 60 a 64;1988TII;1
mujeres;de jornada parcial únicamente;de 60 a 64;1988TI;1,1
mujeres;de jornada parcial únicamente;de 60 a 64;1987TIV;0,8
mujeres;de jornada parcial únicamente;de 60 a 64;1987TIII;0,6
mujeres;de jornada parcial únicamente;de 60 a 64;1987TII;0,2
mujeres;de jornada parcial únicamente;de 65 a 69;1995TIV;0,2
mujeres;de jornada parcial únicamente;de 65 a 69;1995TIII;0
mujeres;de jornada parcial únicamente;de 65 a 69;1995TII;0,1
mujeres;de jornada parcial únicamente;de 65 a 69;1995TI;0,2
mujeres;de jornada parcial únicamente;de 65 a 69;1994TIV;0
mujeres;de jornada parcial únicamente;de 65 a 69;1994TIII;0,2
mujeres;de jornada parcial únicamente;de 65 a 69;1994TII;0
mujeres;de jornada parcial únicamente;de 65 a 69;1994TI;0
mujeres;de jornada parcial únicamente;de 65 a 69;1993TIV;0
mujeres;de jornada parcial únicamente;de 65 a 69;1993TIII;0
